depth,l1,l2,Mode,Frequency,Max_Deflection,Average_Deflection
2.0,300,740,4.0,322.6,28.368000000000002,11.287
2.0,300,740,5.0,469.84,17.639,9.5726
2.0,300,740,6.0,489.34,17.730999999999998,9.5697
2.0,330,930,1.0,52.475,18.044,8.4642
2.0,330,930,2.0,144.51,17.292,9.1988
2.0,330,930,3.0,283.74,17.485,8.837
2.0,330,930,4.0,322.22,28.337,10.322000000000001
2.0,330,930,5.0,468.32,17.791,9.5236
2.0,330,930,6.0,488.76,17.726,8.7182
2.0,290,990,1.0,52.39,18.031,8.9414
2.0,290,990,2.0,144.15,17.301,9.7544
2.0,290,990,3.0,282.52,17.484,9.482000000000001
2.0,290,990,4.0,322.02,28.323,10.765999999999998
2.0,290,990,5.0,467.02,17.672,8.7562
2.0,290,990,6.0,488.57,17.732,9.1505
2.0,400,520,1.0,52.656000000000006,18.078,10.352
2.0,400,520,2.0,145.02,17.308,9.2979
2.0,400,520,3.0,283.88,17.492,9.9557
2.0,400,520,4.0,322.96,28.364,12.061
2.0,400,520,5.0,469.35,17.689,10.062000000000001
2.0,400,520,6.0,489.12,17.748,10.499
2.0,410,610,1.0,52.543,18.066,10.380999999999998
2.0,410,610,2.0,144.73,17.283,10.044
2.0,410,610,3.0,283.77,17.52,9.3834
2.0,410,610,4.0,322.86,28.383000000000003,12.104000000000001
2.0,410,610,5.0,466.84,17.683,10.888
2.0,410,610,6.0,488.85,17.742,10.532
2.0,410,800,1.0,52.588,18.067,9.3794
2.0,410,800,2.0,144.91,17.29,10.051
2.0,410,800,3.0,283.59,17.521,10.334000000000001
2.0,410,800,4.0,322.6,28.36,11.318
2.0,410,800,5.0,467.06,17.675,10.482999999999999
2.0,410,800,6.0,489.16,17.735,9.6031
2.0,410,860,1.0,52.548,18.063,9.4771
2.0,410,860,2.0,144.81,17.308,9.5402
2.0,410,860,3.0,283.67,17.535999999999998,9.9197
2.0,410,860,4.0,322.51,28.349,11.329
2.0,410,860,5.0,467.63,17.75,10.522
2.0,410,860,6.0,489.0,17.735,9.6829
2.0,480,990,1.0,52.146,18.022000000000002,9.3188
2.0,480,990,2.0,143.86,17.253,8.5876
2.0,480,990,3.0,281.82,17.468,9.7501
2.0,480,990,4.0,321.97,28.311,10.988
2.0,480,990,5.0,465.37,17.752,9.0052
2.0,480,990,6.0,487.43,17.742,9.4867
2.0,620,610,,,,
2.0,620,790,1.0,52.628,18.058,9.4312
2.0,620,790,2.0,144.66,17.292,9.8692
2.0,620,790,3.0,283.35,17.608,9.9485
2.0,620,790,4.0,322.55,28.36,11.333
2.0,620,790,5.0,467.18,17.677,10.334000000000001
2.0,620,790,6.0,489.2,17.734,9.642999999999999
2.0,530,900,1.0,52.585,18.077,9.3254
2.0,530,900,2.0,144.99,17.315,8.7687
2.0,530,900,3.0,283.54,17.527,10.109
2.0,530,900,4.0,322.68,28.343000000000004,11.14
2.0,530,900,5.0,469.01,17.771,9.8027
2.0,530,900,6.0,488.8,17.748,9.5393
2.0,560,970,1.0,52.699,18.057000000000002,10.886
2.0,560,970,2.0,145.3,17.285999999999998,9.279
2.0,560,970,3.0,284.49,17.547,9.5478
2.0,560,970,4.0,322.87,28.34,12.549000000000001
2.0,560,970,5.0,469.42,17.722,9.5935
2.0,560,970,6.0,489.29,17.73,11.004000000000001
2.0,660,770,1.0,52.632,18.048,9.762
2.0,660,770,2.0,144.39,17.308,10.720999999999998
2.0,660,770,3.0,283.59,17.500999999999998,9.7071
2.0,660,770,4.0,322.61,28.359,11.674000000000001
2.0,660,770,5.0,468.34,17.835,10.084
2.0,660,770,6.0,489.07,17.727,9.9563
2.0,660,850,1.0,52.636,18.052,9.3206
2.0,660,850,2.0,144.62,17.323,10.02
2.0,660,850,3.0,283.96,17.489,9.6513
2.0,660,850,4.0,322.5,28.354,11.248
2.0,660,850,5.0,468.42,17.918,10.725
2.0,660,850,6.0,489.04,17.727999999999998,9.5434
2.0,760,980,1.0,52.675,18.05,8.3072
2.0,760,980,2.0,144.39,17.336,8.9341
2.0,760,980,3.0,282.19,17.549,9.2461
2.0,760,980,4.0,322.16,28.326999999999998,10.068
2.0,760,980,5.0,467.63,17.758,8.842
2.0,760,980,6.0,488.39,17.724,8.5386
2.0,810,910,1.0,52.431000000000004,18.055,8.4855
2.0,810,910,2.0,144.72,17.303,9.435
2.0,810,910,3.0,283.43,17.567,10.179
2.0,810,910,4.0,322.12,28.326,10.5
2.0,810,910,5.0,467.91,17.683,10.487
2.0,810,910,6.0,488.45,17.732,8.7615
2.0,890,980,1.0,52.391000000000005,18.037,7.7617
2.0,890,980,2.0,144.43,17.268,8.2644
2.0,890,980,3.0,283.05,17.477999999999998,8.6592
2.0,890,980,4.0,321.94,28.308000000000003,9.4978
2.0,890,980,5.0,467.56,17.685,9.0079
2.0,890,980,6.0,488.05,17.719,8.0094
3.0,10,160,1.0,52.086000000000006,18.014,8.5447
3.0,10,160,2.0,143.5,17.254,9.267999999999999
3.0,10,160,3.0,280.55,17.555,9.7712
3.0,10,160,4.0,320.95,28.285999999999998,10.427999999999999
3.0,10,160,5.0,462.93,17.948,10.039
3.0,10,160,6.0,486.88,17.729,8.7729
3.0,20,310,1.0,52.105,18.007,8.9792
3.0,20,310,2.0,143.04,17.367,9.5492
3.0,20,310,3.0,281.5,17.52,9.2719
3.0,20,310,4.0,321.6,28.342,10.769
3.0,20,310,5.0,465.6,17.805999999999997,9.3349
3.0,20,310,6.0,487.41,17.732,9.1741
3.0,20,440,1.0,51.98,18.044,9.4233
3.0,20,440,2.0,143.46,17.298,8.9893
3.0,20,440,3.0,280.55,17.547,9.5888
3.0,20,440,4.0,321.94,28.34,11.125
3.0,20,440,5.0,463.88,17.785,9.6481
3.0,20,440,6.0,487.06,17.752,9.5934
3.0,40,470,1.0,52.203,18.098,9.1699
3.0,40,470,2.0,144.48,17.309,8.6076
3.0,40,470,3.0,281.4,17.52,9.4336
3.0,40,470,4.0,322.17,28.331,10.875
3.0,40,470,5.0,468.05,17.874000000000002,9.1416
3.0,40,470,6.0,487.24,17.750999999999998,9.3659
3.0,60,670,1.0,52.248999999999995,18.023,8.4561
3.0,60,670,2.0,143.74,17.37,8.9664
3.0,60,670,3.0,283.28,17.557000000000002,8.7289
3.0,60,670,4.0,321.76,28.334,10.24
3.0,60,670,5.0,467.56,18.003,9.2864
3.0,60,670,6.0,487.66,17.722,8.6972
3.0,90,710,1.0,52.452,18.047,8.3512
3.0,90,710,2.0,144.12,17.476,9.2402
3.0,90,710,3.0,283.29,17.537,9.5576
3.0,90,710,4.0,321.64,28.349,10.311
3.0,90,710,5.0,468.76,17.705,9.6763
3.0,90,710,6.0,488.39,17.730999999999998,8.6309
3.0,60,850,1.0,52.263999999999996,18.039,8.1607
3.0,60,850,2.0,144.44,17.283,9.0197
3.0,60,850,3.0,283.18,17.534000000000002,9.7281
3.0,60,850,4.0,321.31,28.29,10.117
3.0,60,850,5.0,467.73,17.895,10.205
3.0,60,850,6.0,487.67,17.729,8.4421
3.0,60,990,1.0,51.849,17.999000000000002,7.8277
3.0,60,990,2.0,143.13,17.277,8.1855
3.0,60,990,3.0,280.76,17.471,8.4749
3.0,60,990,4.0,320.99,28.269000000000002,9.5097
3.0,60,990,5.0,464.36,17.691,8.707
3.0,60,990,6.0,486.1,17.722,8.0558
3.0,180,330,1.0,52.601000000000006,18.057000000000002,9.3853
3.0,180,330,2.0,144.42,17.305999999999997,10.14
3.0,180,330,3.0,282.84,17.67,9.935
3.0,180,330,4.0,321.96,28.38,11.307
3.0,180,330,5.0,464.87,17.984,10.335
3.0,180,330,6.0,488.98,17.735,9.6067
3.0,200,370,1.0,52.576,18.063,9.5083
3.0,200,370,2.0,144.27,17.281,10.349
3.0,200,370,3.0,282.82,17.762999999999998,10.031
3.0,200,370,4.0,322.13,28.385,11.44
3.0,200,370,5.0,464.62,17.718,10.633
3.0,200,370,6.0,488.95,17.738,9.7244
3.0,210,530,1.0,52.443000000000005,18.123,9.3862
3.0,210,530,2.0,144.81,17.352999999999998,10.107999999999999
3.0,210,530,3.0,280.9,17.608,11.012
3.0,210,530,4.0,322.33,28.358,11.375
3.0,210,530,5.0,466.94,17.625,10.347000000000001
3.0,210,530,6.0,488.62,17.77,9.621
3.0,150,640,1.0,52.617,18.063,9.0567
3.0,150,640,2.0,144.86,17.311,9.9649
3.0,150,640,3.0,283.76,17.557000000000002,9.7614
3.0,150,640,4.0,322.1,28.355,11.046
3.0,150,640,5.0,467.57,17.855,11.2
3.0,150,640,6.0,488.83,17.739,9.307
3.0,170,770,1.0,52.621,18.061,8.5719
3.0,170,770,2.0,144.67,17.303,10.126
3.0,170,770,3.0,282.57,17.576,10.967
3.0,170,770,4.0,321.54,28.338,10.667
3.0,170,770,5.0,466.94,17.994,10.789000000000001
3.0,170,770,6.0,489.13,17.741,8.855
3.0,180,830,1.0,52.56399999999999,18.069000000000003,8.4646
3.0,180,830,2.0,144.69,17.301,9.7424
3.0,180,830,3.0,281.72,17.617,10.649000000000001
3.0,180,830,4.0,321.26,28.324,10.537
3.0,180,830,5.0,463.23,17.935,10.964
3.0,180,830,6.0,488.98,17.744,8.7511
3.0,230,990,1.0,52.036,18.005,8.6623
3.0,230,990,2.0,143.03,17.299,9.5517
3.0,230,990,3.0,279.96,17.516,9.7074
3.0,230,990,4.0,321.14,28.316999999999997,10.52
3.0,230,990,5.0,464.1,17.64,9.5791
3.0,230,990,6.0,486.84,17.733,8.8923
3.0,310,430,1.0,52.46,18.079,10.325
3.0,310,430,2.0,144.29,17.33,9.9919
3.0,310,430,3.0,282.87,17.487000000000002,9.9084
3.0,310,430,4.0,322.76,28.401,12.065999999999999
3.0,310,430,5.0,467.6,17.748,10.251
3.0,310,430,6.0,488.68,17.750999999999998,10.475999999999999
3.0,340,490,,,,
3.0,340,630,1.0,52.574,18.053,10.270999999999999
3.0,340,630,2.0,144.08,17.34,10.535
3.0,340,630,3.0,284.05,17.544,8.5436
3.0,340,630,4.0,322.66,28.425,12.027999999999999
3.0,340,630,5.0,466.56,17.781,10.718
3.0,340,630,6.0,488.75,17.743,10.43
3.0,310,760,1.0,52.613,18.05,9.2891
3.0,310,760,2.0,143.84,17.343,10.285
3.0,310,760,3.0,282.36,17.616,10.071
3.0,310,760,4.0,322.07,28.393,11.218
3.0,310,760,5.0,467.79,17.95,9.753
3.0,310,760,6.0,489.21,17.732,9.5114
3.0,280,890,1.0,52.438,18.048,8.649
3.0,280,890,2.0,144.17,17.452,9.6148
3.0,280,890,3.0,282.77,17.545,9.8166
3.0,280,890,4.0,321.41,28.335,10.614
3.0,280,890,5.0,467.91,17.715999999999998,9.752
3.0,280,890,6.0,488.49,17.734,8.9102
3.0,370,990,1.0,51.943000000000005,18.000999999999998,9.0385
3.0,370,990,2.0,143.05,17.247,9.4208
3.0,370,990,3.0,281.38,17.491,9.0717
3.0,370,990,4.0,321.69,28.339000000000002,10.808
3.0,370,990,5.0,462.99,17.72,9.6671
3.0,370,990,6.0,486.72,17.743,9.2339
3.0,480,560,1.0,52.413999999999994,18.136,10.342
3.0,480,560,2.0,144.89,17.34,8.982999999999999
3.0,480,560,3.0,282.3,17.555999999999997,10.349
3.0,480,560,4.0,323.12,28.393,12.03
3.0,480,560,5.0,467.96,17.776,9.7196
3.0,480,560,6.0,488.32,17.785999999999998,10.488
3.0,410,600,1.0,52.431000000000004,18.084,10.258
3.0,410,600,2.0,144.69,17.303,9.9033
3.0,410,600,3.0,283.77,17.577,9.6156
3.0,410,600,4.0,323.01,28.415,11.994000000000002
3.0,410,600,5.0,465.31,17.656,10.716
3.0,410,600,6.0,488.54,17.756,10.415999999999999
3.0,500,720,1.0,52.543,18.116,10.427999999999999
3.0,500,720,2.0,144.51,17.45,9.3098
3.0,500,720,3.0,282.45,17.509,10.58
3.0,500,720,4.0,322.72,28.395,12.152999999999999
3.0,500,720,5.0,469.88,17.714000000000002,8.8389
3.0,500,720,6.0,488.8,17.783,10.575999999999999
3.0,460,860,1.0,52.391000000000005,18.114,9.2087
3.0,460,860,2.0,145.21,17.342,9.3323
3.0,460,860,3.0,282.74,17.58,10.305
3.0,460,860,4.0,322.25,28.348000000000003,11.115
3.0,460,860,5.0,467.19,17.963,10.237
3.0,460,860,6.0,488.33,17.765,9.4408
3.0,430,990,1.0,51.893,18.027,9.5083
3.0,430,990,2.0,143.18,17.283,8.932
3.0,430,990,3.0,280.23,17.570999999999998,9.4203
3.0,430,990,4.0,321.77,28.33,11.163
3.0,430,990,5.0,462.85,17.73,9.686
3.0,430,990,6.0,486.4,17.754,9.674
3.0,620,690,1.0,52.516000000000005,18.053,9.927999999999999
3.0,620,690,2.0,143.99,17.332,10.232000000000001
3.0,620,690,3.0,283.57,17.47,9.4949
3.0,620,690,4.0,322.6,28.415,11.744000000000002
3.0,620,690,5.0,466.32,17.78,10.112
3.0,620,690,6.0,488.77,17.743,10.104
3.0,530,720,1.0,52.528,18.090999999999998,10.002
3.0,530,720,2.0,144.27,17.43,9.5619
3.0,530,720,3.0,282.31,17.441,10.432
3.0,530,720,4.0,322.66,28.388,11.786
3.0,530,720,5.0,468.58,17.787,9.1353
3.0,530,720,6.0,488.59,17.768,10.175
3.0,630,870,1.0,52.54,18.058,9.0878
3.0,630,870,2.0,144.47,17.305,9.7101
3.0,630,870,3.0,283.94,17.508,9.4961
3.0,630,870,4.0,321.95,28.36,11.002
3.0,630,870,5.0,466.1,17.858,10.724
3.0,630,870,6.0,488.57,17.737000000000002,9.3212
3.0,530,990,1.0,51.905,18.046,9.366
3.0,530,990,2.0,143.3,17.279,8.5376
3.0,530,990,3.0,279.98,17.494,9.6787
3.0,530,990,4.0,321.82,28.323,11.023
3.0,530,990,5.0,463.91,17.767,9.039
3.0,530,990,6.0,486.13,17.765,9.5348
3.0,700,780,1.0,52.646,18.055999999999997,9.5058
3.0,700,780,2.0,144.17,17.449,11.155999999999999
3.0,700,780,3.0,282.45,17.597,10.478
3.0,700,780,4.0,322.09,28.377,11.515999999999998
3.0,700,780,5.0,468.21,17.691,9.0062
3.0,700,780,6.0,489.26,17.734,9.7275
3.0,690,870,1.0,52.54600000000001,18.052,8.8604
3.0,690,870,2.0,144.36,17.406,10.003
3.0,690,870,3.0,283.67,17.527,9.9475
3.0,690,870,4.0,321.69,28.355,10.852
3.0,690,870,5.0,468.18,17.923,10.138
3.0,690,870,6.0,488.69,17.734,9.1146
3.0,750,990,1.0,52.049,18.002,8.7582
3.0,750,990,2.0,142.96,17.323,10.044
3.0,750,990,3.0,280.21,17.468,10.102
3.0,750,990,4.0,321.31,28.316999999999997,10.645999999999999
3.0,750,990,5.0,464.79,17.687,8.9432
3.0,750,990,6.0,486.85,17.735,8.9683
3.0,830,890,1.0,52.419,18.06,8.224
3.0,830,890,2.0,144.8,17.294,9.3041
3.0,830,890,3.0,282.95,17.578,10.196
3.0,830,890,4.0,321.1,28.298000000000002,10.283
3.0,830,890,5.0,465.53,18.028,10.732000000000001
3.0,830,890,6.0,488.34,17.741,8.5197
3.0,830,990,1.0,52.012,18.011,8.3188
3.0,830,990,2.0,143.32,17.254,9.1134
3.0,830,990,3.0,280.03,17.575,9.6402
3.0,830,990,4.0,320.93,28.288,10.18
3.0,830,990,5.0,461.73,17.93,9.8476
3.0,830,990,6.0,486.67,17.732,8.552999999999999
4.0,70,120,1.0,52.082,18.037,7.9546
4.0,70,120,2.0,144.37,17.315,8.6436
4.0,70,120,3.0,283.47,17.515,9.2691
4.0,70,120,4.0,320.53,28.266,9.8859
4.0,70,120,5.0,467.93,17.785,9.8557
4.0,70,120,6.0,486.46,17.733,8.2426
4.0,70,280,1.0,52.218999999999994,18.027,8.6246
4.0,70,280,2.0,143.33,17.512,9.2788
4.0,70,280,3.0,282.34,17.588,9.4583
4.0,70,280,4.0,321.13,28.358,10.478
4.0,70,280,5.0,468.46,17.691,9.1463
4.0,70,280,6.0,487.18,17.723,8.8634
4.0,60,440,1.0,51.645,18.067999999999998,9.1966
4.0,60,440,2.0,143.49,17.403,8.9101
4.0,60,440,3.0,281.2,17.672,9.5965
4.0,60,440,4.0,321.37,28.320999999999998,10.972000000000001
4.0,60,440,5.0,465.5,18.0,9.6038
4.0,60,440,6.0,485.11,17.753,9.398
4.0,70,550,1.0,51.833,18.109,8.8937
4.0,70,550,2.0,144.1,17.366,8.6293
4.0,70,550,3.0,281.28,17.730999999999998,9.4339
4.0,70,550,4.0,321.94,28.343000000000004,10.661
4.0,70,550,5.0,466.62,18.002,9.4343
4.0,70,550,6.0,485.65,17.775,9.115
4.0,10,690,1.0,51.506,17.955,8.8605
4.0,10,690,2.0,141.13,17.435,9.5128
4.0,10,690,3.0,278.37,17.506,9.3823
4.0,10,690,4.0,320.73,28.336,10.664000000000001
4.0,10,690,5.0,460.97,17.909000000000002,9.4154
4.0,10,690,6.0,484.69,17.739,9.0705
4.0,90,720,1.0,52.21,18.041,8.6839
4.0,90,720,2.0,143.79,17.547,9.4676
4.0,90,720,3.0,282.78,17.558,9.7295
4.0,90,720,4.0,320.84,28.326,10.629000000000001
4.0,90,720,5.0,468.8,17.71,9.6078
4.0,90,720,6.0,487.26,17.735,8.943
4.0,60,860,1.0,51.887,18.023,8.2942
4.0,60,860,2.0,143.93,17.304000000000002,8.9268
4.0,60,860,3.0,282.55,17.567999999999998,9.4443
4.0,60,860,4.0,320.09,28.249000000000002,10.208
4.0,60,860,5.0,466.6,17.945,9.8829
4.0,60,860,6.0,485.93,17.726,8.5596
4.0,20,950,1.0,51.044,17.942,8.2557
4.0,20,950,2.0,141.44,17.229,8.6172
4.0,20,950,3.0,278.73,17.462,8.8724
4.0,20,950,4.0,319.96,28.245,10.008
4.0,20,950,5.0,461.88,17.669,9.1156
4.0,20,950,6.0,482.01,17.703,8.4824
4.0,200,270,1.0,52.67,18.069000000000003,9.2083
4.0,200,270,2.0,143.92,17.53,10.329
4.0,200,270,3.0,280.59,17.793,10.440999999999999
4.0,200,270,4.0,321.16,28.381999999999998,11.187000000000001
4.0,200,270,5.0,465.81,17.744,9.7111
4.0,200,270,6.0,489.23,17.745,9.443999999999999
4.0,180,410,1.0,52.37,18.097,9.3659
4.0,180,410,2.0,144.54,17.355,9.8494
4.0,180,410,3.0,282.28,17.955,10.215
4.0,180,410,4.0,321.98,28.396,11.273
4.0,180,410,5.0,462.68,17.768,10.56
4.0,180,410,6.0,488.12,17.759,9.5858
4.0,220,510,1.0,52.303999999999995,18.201,9.5354
4.0,220,510,2.0,144.35,17.41,9.4682
4.0,220,510,3.0,278.67,17.746,10.514000000000001
4.0,220,510,4.0,322.2,28.386,11.4
4.0,220,510,5.0,466.46,17.662,9.7368
4.0,220,510,6.0,487.96,17.843,9.7444
4.0,210,600,1.0,52.353,18.08,9.3545
4.0,210,600,2.0,143.63,17.453,9.8162
4.0,210,600,3.0,281.28,17.741,10.066
4.0,210,600,4.0,321.88,28.410999999999998,11.244000000000002
4.0,210,600,5.0,461.44,17.587,10.475999999999999
4.0,210,600,6.0,487.99,17.758,9.5725
4.0,230,810,1.0,52.644,18.072,8.9596
4.0,230,810,2.0,144.09,17.313,10.129
4.0,230,810,3.0,280.3,17.831,10.638
4.0,230,810,4.0,320.95,28.366,10.967
4.0,230,810,5.0,464.01,17.825,10.388
4.0,230,810,6.0,489.19,17.749000000000002,9.2114
4.0,170,920,1.0,52.201,18.051,8.3526
4.0,170,920,2.0,144.32,17.317,9.2464
4.0,170,920,3.0,282.11,17.637999999999998,9.9334
4.0,170,920,4.0,320.37,28.278000000000002,10.341
4.0,170,920,5.0,464.5,17.980999999999998,10.335
4.0,170,920,6.0,487.22,17.741,8.6316
4.0,170,980,1.0,51.799,18.000999999999998,8.4413
4.0,170,980,2.0,142.84,17.250999999999998,9.0854
4.0,170,980,3.0,278.79,17.634,9.5192
4.0,170,980,4.0,320.18,28.267,10.293
4.0,170,980,5.0,459.69,18.129,9.7505
4.0,170,980,6.0,485.5,17.723,8.6794
4.0,360,360,,,,
4.0,350,560,1.0,52.178000000000004,18.102999999999998,10.118
4.0,350,560,2.0,143.32,17.39,9.771
4.0,350,560,3.0,282.5,17.721,9.5404
4.0,350,560,4.0,322.9,28.473000000000003,11.869000000000002
4.0,350,560,5.0,462.54,18.265,10.308
4.0,350,560,6.0,487.4,17.782,10.283
4.0,270,620,1.0,52.50899999999999,18.067,9.5472
4.0,270,620,2.0,143.69,17.489,10.323
4.0,270,620,3.0,282.5,17.627,9.8078
4.0,270,620,4.0,322.41,28.445,11.442
4.0,270,620,5.0,465.24,17.718,9.7048
4.0,270,620,6.0,488.76,17.746,9.7545
4.0,320,810,1.0,52.593,18.066,9.2987
4.0,320,810,2.0,143.93,17.354,10.277999999999999
4.0,320,810,3.0,281.58,17.906,9.9655
4.0,320,810,4.0,321.53,28.398000000000003,11.238
4.0,320,810,5.0,464.66,17.892,10.144
4.0,320,810,6.0,488.97,17.743,9.5244
4.0,270,880,1.0,52.497,18.049,8.7893
4.0,270,880,2.0,143.88,17.523,9.9204
4.0,270,880,3.0,282.54,17.593,10.202
4.0,270,880,4.0,320.9,28.35,10.775
4.0,270,880,5.0,468.26,17.797,9.7279
4.0,270,880,6.0,488.32,17.739,9.0448
4.0,360,990,1.0,51.412,17.963,9.0467
4.0,360,990,2.0,141.24,17.237000000000002,9.4382
4.0,360,990,3.0,278.88,17.434,8.8861
4.0,360,990,4.0,320.95,28.346,10.798
4.0,360,990,5.0,456.95,17.849,9.7291
4.0,360,990,6.0,484.38,17.746,9.2434
4.0,450,470,1.0,52.169,18.217,10.236
4.0,450,470,2.0,144.89,17.387,8.9199
4.0,450,470,3.0,280.71,17.673,10.412
4.0,450,470,4.0,323.37,28.43,11.927
4.0,450,470,5.0,467.92,18.005,9.538
4.0,450,470,6.0,487.44,17.831,10.387
4.0,430,650,1.0,52.25899999999999,18.089000000000002,10.032
4.0,430,650,2.0,143.36,17.395,9.7937
4.0,430,650,3.0,282.95,17.722,9.5723
4.0,430,650,4.0,322.91,28.475,11.798
4.0,430,650,5.0,462.98,18.227999999999998,10.318
4.0,430,650,6.0,487.29,17.78,10.202
4.0,400,800,1.0,52.335,18.090999999999998,9.4062
4.0,400,800,2.0,143.84,17.444000000000003,9.9615
4.0,400,800,3.0,281.03,17.803,10.075
4.0,400,800,4.0,321.87,28.416999999999998,11.311
4.0,400,800,5.0,460.24,17.633,10.405
4.0,400,800,6.0,487.99,17.757,9.626
4.0,480,920,1.0,52.038999999999994,18.133,9.1659
4.0,480,920,2.0,144.48,17.297,8.9049
4.0,480,920,3.0,281.74,17.508,9.7932
4.0,480,920,4.0,321.74,28.32,10.991
4.0,480,920,5.0,468.19,17.866,9.5754
4.0,480,920,6.0,486.59,17.8,9.3839
4.0,500,990,1.0,51.195,18.142,9.2534
4.0,500,990,2.0,142.36,17.22,8.6708
4.0,500,990,3.0,276.08,17.405,9.6522
4.0,500,990,4.0,321.39,28.340999999999998,10.950999999999999
4.0,500,990,5.0,462.17,17.687,9.0769
4.0,500,990,6.0,483.23,17.816,9.4324
4.0,570,690,1.0,52.38,18.082,9.8819
4.0,570,690,2.0,143.46,17.427,9.9885
4.0,570,690,3.0,282.32,17.445,9.9005
4.0,570,690,4.0,322.65,28.461,11.692
4.0,570,690,5.0,465.69,17.699,10.103
4.0,570,690,6.0,488.25,17.766,10.06
4.0,590,800,1.0,52.428999999999995,18.101,9.5822
4.0,590,800,2.0,144.35,17.29,10.007
4.0,590,800,3.0,281.02,18.188,10.03
4.0,590,800,4.0,321.96,28.404,11.467
4.0,590,800,5.0,462.18,17.839000000000002,10.387
4.0,590,800,6.0,488.27,17.76,9.7896
4.0,630,910,1.0,52.305,18.052,9.314
4.0,630,910,2.0,144.15,17.323,9.6259
4.0,630,910,3.0,284.0,17.493,9.175
4.0,630,910,4.0,321.66,28.361,11.164000000000001
4.0,630,910,5.0,466.43,17.808,10.472000000000001
4.0,630,910,6.0,487.36,17.738,9.5267
4.0,590,990,1.0,51.393,18.008,9.2416
4.0,590,990,2.0,141.95,17.302,9.2421
4.0,590,990,3.0,278.36,17.618,9.408
4.0,590,990,4.0,321.23,28.343000000000004,10.98
4.0,590,990,5.0,458.25,17.727,9.7756
4.0,590,990,6.0,484.07,17.768,9.4228
4.0,690,730,1.0,52.599,18.045,9.4825
4.0,690,730,2.0,143.23,17.637,10.565999999999999
4.0,690,730,3.0,282.45,17.624000000000002,10.027000000000001
4.0,690,730,4.0,321.99,28.44,11.386
4.0,690,730,5.0,468.47,17.885,9.2348
4.0,690,730,6.0,489.11,17.735,9.6883
4.0,760,920,1.0,52.292,18.045,8.7386
4.0,760,920,2.0,144.12,17.337,9.6157
4.0,760,920,3.0,282.18,17.587,9.9579
4.0,760,920,4.0,320.94,28.311,10.695
4.0,760,920,5.0,467.99,17.745,9.7562
4.0,760,920,6.0,487.56,17.735,8.9894
4.0,680,960,1.0,52.101000000000006,18.016,8.9554
4.0,680,960,2.0,143.16,17.389,9.5447
4.0,680,960,3.0,281.96,17.547,8.854
4.0,680,960,4.0,321.5,28.351,10.749
4.0,680,960,5.0,466.33,17.855,9.522
4.0,680,960,6.0,486.02,17.715,9.1671
4.0,840,930,1.0,52.221000000000004,18.047,8.347999999999999
4.0,840,930,2.0,144.37,17.284000000000002,9.1161
4.0,840,930,3.0,282.24,17.657,9.7203
4.0,840,930,4.0,320.16,28.266,10.309000000000001
4.0,840,930,5.0,465.31,18.227999999999998,10.125
4.0,840,930,6.0,486.9,17.738,8.6177
4.0,850,990,1.0,51.511,17.977999999999998,8.5034
4.0,850,990,2.0,142.26,17.215,9.113
4.0,850,990,3.0,277.73,17.602,9.531
4.0,850,990,4.0,319.87,28.254,10.335
4.0,850,990,5.0,457.66,18.274,9.788
4.0,850,990,6.0,484.26,17.732,8.7215
5.0,10,140,1.0,50.883,17.939,8.5247
5.0,10,140,2.0,140.9,17.174,9.0972
5.0,10,140,3.0,275.29,17.544,9.5477
5.0,10,140,4.0,318.75,28.217,10.35
5.0,10,140,5.0,453.2,18.241,9.8062
5.0,10,140,6.0,480.96,17.727,8.7417
5.0,20,310,1.0,51.23,17.934,9.0967
5.0,20,310,2.0,140.05,17.461,9.6184
5.0,20,310,3.0,278.22,17.598,9.3782
5.0,20,310,4.0,320.55,28.361,10.884
5.0,20,310,5.0,460.26,18.044,9.5645
5.0,20,310,6.0,481.52,17.723,9.2917
5.0,20,380,1.0,51.141000000000005,17.977999999999998,9.248
5.0,20,380,2.0,141.13,17.303,9.4744
5.0,20,380,3.0,278.35,17.547,9.2625
5.0,20,380,4.0,321.04,28.37,11.012
5.0,20,380,5.0,457.29,17.619,9.9285
5.0,20,380,6.0,481.05,17.745,9.4386
5.0,90,520,1.0,51.66,18.235,9.0008
5.0,90,520,2.0,144.73,17.345,8.3865
5.0,90,520,3.0,279.84,17.545,9.7183
5.0,90,520,4.0,321.43,28.325,10.812000000000001
5.0,90,520,5.0,469.13,17.898,9.5159
5.0,90,520,6.0,483.7,17.886,9.2355
5.0,70,590,1.0,51.315,18.04,9.0871
5.0,70,590,2.0,142.88,17.324,9.2515
5.0,70,590,3.0,282.03,17.781,9.3957
5.0,70,590,4.0,321.08,28.355,10.915
5.0,70,590,5.0,463.6,17.704,9.9579
5.0,70,590,6.0,482.94,17.743,9.3092
5.0,70,710,1.0,51.571999999999996,17.994,8.8313
5.0,70,710,2.0,142.18,17.724,9.479
5.0,70,710,3.0,281.59,17.564,9.5156
5.0,70,710,4.0,320.28,28.338,10.708
5.0,70,710,5.0,469.05,17.84,9.3907
5.0,70,710,6.0,484.11,17.713,9.0694
5.0,50,830,1.0,51.345,17.992,8.4862
5.0,50,830,2.0,142.66,17.332,9.2114
5.0,50,830,3.0,279.82,17.753,9.7479
